question,option_1,option_2,option_3,option_4,correctAnswer,explanation,file name,type,rand,ID
\[ (3a -3b)(3a + 4b) + a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.202790662,875
\[ 49 - (4m -3n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.203237776,1886
\[ (3a + 2b)(4a + 2b) -a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.204237174,350
\[ (2a -3b)(4a + 4b) + a(4a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.204328817,25
\[ (2a + 2b)(4a + 3b) + a(4a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.204330949,307
\[ 4\alpha^2 -\alpha -9\beta^2 + 3\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.20439635,2159
\[ (2a -2b)(4a -4b) -2a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.204896439,595
\[ (2a -2b)(4a + 3b) + 2a(4a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.205128547,819
\[ 25 - (5m -5n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.205583015,1596
\[ 2 x^{2} -  2 y^{2} -  4 x -  4 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.205988612,2037
\[ 16\alpha^2 -2\alpha -25\beta^2 -10\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.206535675,2172
\[ (3a -2b)(2a -2b) -a(9a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.207385223,354
\[ 9 - (2m + n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.208297676,1665
\[ (2a -3b)(2a -4b) + 2a(4a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.208869671,1303
\[ (3a -3b)(4a + 5b) + 2a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.209202648,173
\[ (3a + 3b)(3a + 4b) -a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.209732738,1516
\[ (3a + 3b)(4a + 3b) -a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.210092082,1183
\[ (3a + 2b)(3a + 4b) + a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.21050744,1375
\[ 1 - (m -4n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.210888638,1785
\[ (3a -3b)(4a -2b) + 2a(9a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.211220579,1429
\[ (3a + 3b)(2a -5b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.211552815,1039
\[ x^{2} + x y -  2 y^{2} + 4 x -  4 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.212273523,1925
\[ (3a -3b)(2a + 2b) -2a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.21239421,493
\[ \alpha^2 -3\alpha -9\beta^2 -9\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.212431476,2115
\[ (3a -3b)(2a + 4b) + 2a(9a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.212940991,1161
\[ 49 - (3m + 4n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.212969577,1717
\[ (2a + 3b)(2a + 3b) -a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.213560553,544
\[ (3a + 3b)(4a + 2b) + 2a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.21357281,1339
\[ 25 - (5m + n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.213653451,1558
\[ \alpha^2 -4\alpha -4\beta^2 -8\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.214265817,2148
\[ (2a + 2b)(3a + 3b) + a(4a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.214811147,1403
\[ (3a + 2b)(3a + 3b) -2a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.21568726,387
\[ (3a -3b)(4a -5b) + a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.215872053,1241
\[ 1 - (2m -n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.215956159,1761
\[ (3a -2b)(2a + 5b) + a(6a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.216072182,677
\[ (3a -2b)(4a -2b) + 2a(6a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.216352877,1382
\[ (2a -3b)(3a + 2b) + 2a(6a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.216415914,1436
\[ (3a + 2b)(2a -2b) + 2a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.218880706,1390
\[ (2a -3b)(4a + 5b) -a(4a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.219040631,75
\[ 16 - (3m -5n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.219117729,1740
\[ (2a + 2b)(3a + 3b) -a(4a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.219628765,569
\[ 25 - (4m + 4n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.220178518,1613
\[ 16\alpha^2 -3\alpha -4\beta^2 + 6\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.220227391,2125
\[ 16 - (5m + n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.220491385,1840
\[ (3a -3b)(2a -2b) + 2a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.22071449,905
\[ (2a + 3b)(2a -4b) -2a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.220910907,426
\[ (3a -3b)(2a -3b) -2a(9a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.221093298,1284
\[ 4 - (m + 4n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.221592746,1725
\[ (2a -3b)(2a -5b) -2a(6a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.221864576,861
\[ (3a -3b)(3a + 4b) -a(9a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.222481582,81
\[ (2a + 2b)(3a -5b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.222590403,1433
\[ 25\alpha^2 -3\alpha -\beta^2 + 3\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.222727408,2368
\[ \alpha^2 -4\alpha -9\beta^2 + 12\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.22347922,2120
\[ (3a + 2b)(4a + 5b) -2a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.223834081,46
\[ 9\alpha^2 -6\alpha -4\beta^2 + 12\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.224435527,2371
\[ (3a + 2b)(3a -5b) + a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.224706787,133
\[ (3a + 2b)(3a -3b) + 2a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.224802401,820
\[ (3a -2b)(2a -4b) + 2a(6a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.224944987,486
\[ (2a + 2b)(2a -4b) -a(4a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.225443708,268
\[ (3a -3b)(3a -3b) -2a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.225739739,1099
\[ (2a -3b)(2a + 4b) + 2a(6a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.226045487,375
\[ (3a + 3b)(4a -3b) + 2a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.226145909,504
\[ (2a -2b)(2a -4b) -a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.22721762,1090
\[ 1 - (2m + n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.228199693,1565
\[ (2a + 3b)(3a + 3b) + 2a(4a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.228599703,1321
\[ (3a -2b)(4a + 5b) + 2a(9a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.228894179,324
\[ (3a + 3b)(3a + 3b) -2a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.230297327,1412
\[ 9\alpha^2 -3\alpha -\beta^2 -3\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.23032857,2147
\[ (3a + 2b)(2a -3b) + 2a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.230643142,54
\[ 4\alpha^2 -5\alpha -9\beta^2 + 15\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.230682477,2257
\[ (3a -3b)(3a -4b) + a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.231053724,996
\[ x^{2} -  2 x y + y^{2} + 3 x -  3 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.231090249,2027
\[ (2a + 3b)(3a + 2b) -a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.231365198,1376
\[ (2a + 3b)(4a + 5b) -a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.231388603,1462
\[ (3a + 3b)(2a + 3b) -a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.231637917,1266
\[ (3a + 3b)(2a + 4b) + 2a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.231742671,753
\[ 3 x^{2} -  4 x y + y^{2} -  x + y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.231896367,1980
\[ (2a -2b)(3a -3b) -a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.232444803,624
\[ (3a -2b)(4a -2b) + a(9a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.232525929,283
\[ x^{2} -  x y -  2 y^{2} -  2 x -  2 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.232601037,1978
\[ 25\alpha^2 -5\alpha -\beta^2 + 5\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.23321514,2247
\[ (2a -2b)(4a -3b) -a(4a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.234234111,397
\[ (3a + 2b)(4a + 4b) -a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.234387531,200
\[ 3 x^{2} + 2 x y -  y^{2} + x + y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.235022211,1918
\[ (3a + 2b)(4a -4b) + 2a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.235047424,1234
\[ \alpha^2 -2\alpha -16\beta^2 + 8\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.235350818,2331
\[ 4\alpha^2 -5\alpha -4\beta^2 -10\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.235530235,2323
\[ (3a + 3b)(2a -5b) -2a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.23575204,987
\[ \alpha^2 -3\alpha -4\beta^2 -6\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.235897517,2180
\[ 16 - (5m -3n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.236186121,1826
