question,option_1,option_2,option_3,option_4,correctAnswer,explanation,file name,type,rand,ID
\[ (u + v)(2u -2v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.102037584,551
\[ (2a -2b)(2a^2 + ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.106110444,234
\[ (u + v)(2u -v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.106732621,301
\[ (2u + v)(u + 2v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.10822642,662
\[ (a -b)(a^2 -2ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.109739006,92
\[ (u -2v)(2u -2v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.111444866,453
\[ (2a + 2b)(2a^2 -ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.112038709,240
\[ (2u + 2v)(u + v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.112057004,476
\[ (2u + v)(2u -2v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.112094576,780
\[ (a -b)(a^2 -2ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.11320398,169
\[ (2u + 2v)(2u + v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.114889984,723
\[ (2a + 2b)(2a^2 -ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.117518383,28
\[ (2u -2v)(2u + 2v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.118194343,358
\[ (2u + v)(u + v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.11877084,555
\[ (2a + b)(a^2 -2ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.119023094,104
\[ (2u -2v)(2u -v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.121890292,734
\[ (2a + b)(a^2 + ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.122019553,160
\[ (2u + 2v)(2u -v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.123092825,726
\[ (u -2v)(2u -v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.126907737,309
\[ (2a -b)(2a^2 -ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.128068882,187
\[ (2a -2b)(a^2 -ab -b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.12904072,127
\[ (u -v)(u + v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.130238769,590
\[ (2u -v)(u -2v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.130927609,525
\[ (a + b)(a^2 + ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.131683465,11
\[ (2a + 2b)(a^2 -ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.133282544,185
\[ (2u + v)(2u + v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.134948178,630
\[ (a + b)(2a^2 + ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.135063275,26
\[ (u + v)(2u -v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.14388971,300
\[ (u -2v)(2u -2v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.144703711,465
\[ (u + 2v)(u -2v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.146181524,745
\[ (u -v)(u -2v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.14821656,601
\[ (u -2v)(2u + v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.148550712,486
\[ (2a + b)(a^2 -2ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.15014499,59
\[ (2u -v)(u + 2v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.151423473,334
\[ (2u -2v)(u -v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.152700197,327
\[ (2u + v)(2u -2v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.153282846,577
\[ (u + 2v)(2u + v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.153812044,777
\[ (2a -b)(a^2 -ab -b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.1561101,122
\[ (u + v)(u -2v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.157627271,605
\[ (u + 2v)(u + v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.157881675,620
\[ (a -2b)(a^2 + 2ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.158301465,99
\[ (a + 2b)(a^2 + 2ab -b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.159943767,155
\[ (a + 2b)(a^2 -2ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.161021998,152
\[ (a -b)(a^2 + 2ab -b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.161102068,243
\[ (2a + b)(a^2 -2ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.162060788,223
\[ (u -v)(2u -v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.164132536,307
\[ (u + v)(2u -2v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.164868693,482
\[ (u -v)(2u -v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.166422041,462
\[ (2u -2v)(2u -2v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.166683968,282
\[ (2a + b)(2a^2 + 2ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.166748848,145
\[ (2u + v)(2u -v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.170965531,779
\[ (2u + 2v)(u -v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.174111078,622
\[ (u + v)(u -2v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.174682037,409
\[ (u + v)(2u + v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.178764516,414
\[ (u + 2v)(u -v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.179548887,518
\[ (u + 2v)(2u + 2v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.179780313,621
\[ (2u + v)(u + 2v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.180553256,474
\[ (2u + v)(2u -2v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.181133464,507
\[ (2u + 2v)(2u -2v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.183142991,567
\[ (u + v)(u + v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.183148808,741
\[ (2a -2b)(a^2 -2ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.183197749,254
\[ (2a -b)(2a^2 -2ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.183978595,188
\[ (2u -v)(2u + v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.185540867,634
\[ (2u -2v)(u -v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.186055233,328
\[ (2a -b)(2a^2 + ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.18633922,109
\[ (2u + v)(2u + v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.187306329,646
\[ (u -v)(u -v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.188062315,670
\[ (2u + v)(2u + v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.188165772,749
\[ (u -2v)(u -v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.190612504,674
\[ (2a -b)(2a^2 -2ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.191427114,146
\[ (u + v)(u + v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.193278244,540
\[ (u + v)(2u -2v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.193986285,396
\[ (u -v)(u -v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.197690021,669
\[ (u -v)(2u + v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.199016124,500
\[ (a + b)(2a^2 -2ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.201596648,75
\[ (u -2v)(2u -v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.203920134,667
\[ (2u + 2v)(2u -v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.204013152,632
\[ (u + 2v)(u -2v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.204862741,772
\[ (a -2b)(2a^2 + ab -b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.206102615,24
\[ (u + 2v)(u + v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.206471354,641
\[ (2a -2b)(a^2 -ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.20670969,253
\[ (2u + v)(u + 2v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.207505276,475
\[ (2u + 2v)(2u -2v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.208391192,727
\[ (u + v)(2u -2v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.20873445,499
\[ (2u -2v)(u + v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.209469103,416
\[ (u + 2v)(2u -v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.21318633,608
